,Name,Notes,category
989,Maduro Eau de Parfum,"['basil', 'apple', 'pineapple', 'amber', 'tobacco', 'beeswax', 'cinnamon leaf', 'vanilla', 'patchouli', 'vetiver', 'benzoin', 'atlas cedar']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
990,Bojnokopff Eau de Parfum,"['oud', 'lavender', 'vanilla', 'chocolate', 'vetiver', 'gaiac', 'cedar']","SPICES,WOODS MOSSES,FLOWERS"
991,Slowdive Eau de Parfum,"['neroli', 'orange flower', 'tobacco blossom', 'tuberose', 'honey', 'dried fruit', 'resin']","SWEETS GOURMAND,WHITE FLOWERS,CITRUS,FLOWERS"
992,Baque Parfum Extrait,"['apricot', 'cedar', 'straw', 'vanilla', 'tobacco leaf', 'davana', 'ambergris', 'parchment']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
993,Camel Extrait de Parfum,"['dried fruits', 'frankincense', 'palm date', 'rose', 'amber', 'cedar', 'cinnamon', 'incense', 'jasmine', 'myrrh', 'orange blossom', 'civet', 'musk', 'sandalwood', 'oud', 'tonka', 'vanilla', 'vetiver']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
994,Day Dreams Eau de Parfum,"['orange blossom', 'jasmine', 'mandarin', 'neroli', 'tiare', 'sandalwood', 'vanilla', 'coconut']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS"
995,Intense Black Aoud Extrait de Parfum,"['rose petals', 'mandarine', 'aoud', 'patchouli', 'musk']","WOODS MOSSES,MUSK AMBER ANIMALIC"
996,Arabians,"['lavender', 'leather', 'red thyme', 'cardamom', 'patchouli', 'malaysian aoud', 'vetiver', 'rose', 'amber', 'animal musk']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
997,Ummagumma Eau de Parfum,"['saffron', 'carnation', 'chocolate', 'tobacco', 'leather', 'labdanum', 'sandalwood', 'cedar', 'frankincense', 'tonka bean', 'vanilla']","WOODS MOSSES,SPICES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
998,Black Vanilla Eau de Parfum,"['bergamot', 'blackcurrant', 'coconut', 'white peach', 'rose', 'violet', 'jasmine', 'vanilla', 'white musk']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS"
999,Red Tobacco Eau de Parfum,"['saffron', 'cinnamon', 'incense', 'nutmeg', 'white pear', 'green apple', 'oud', 'patchouli', 'jasmine', 'tobacco', 'amber', 'guaiac wood', 'sandalwood', 'haitian vetiver', 'madagascar vanilla', 'white musk']","WOODS MOSSES,WHITE FLOWERS,SPICES,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1000,California Snow Eau de Parfum,"['sage', 'tea', 'chamomile', 'coumarin', 'narcissus', 'rose', 'hay', 'cannabis', 'musk', 'soil tincture', 'vetiver', 'cedar']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1001,Warszawa Parfum Extrait,"['galbanum', 'grapefruit', 'violet leaf', 'jasmin absolute', 'broom', 'orris butter', 'patchouli', 'vetiver', 'styrax']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS,RESINS BALSAMS"
1002,Not a Perfume Eau de Parfum,['cetalox'],MUSK AMBER ANIMALIC
1003,Mx. Eau de Parfum,"['indian ginger', 'madagascar black pepper', 'saffron', 'ethiopian olibanum', 'australian sandalwood', 'virginian cedarwood', 'haitian vetiver', 'indonesian patchouli', 'laotian benzoin', 'russian birch tar', 'venezuelan cacao', 'castoreum']","SPICES,FLOWERS,MUSK AMBER ANIMALIC"
1004,Monstera Eau de Parfum,"['leaves and fruit of monstera', 'sacred ear flowers', 'white datura', 'bullhorn orchid']",FLOWERS
1005,OroNardo Eau de Parfum,"['mock orange', 'floral notes', 'marigold', 'tuberose', 'white nerium oleander']","GREENS HERBS FOUGERES,WHITE FLOWERS,FLOWERS"
1006,Fumabat Eau de Parfum,"['green tea', 'galbanum', 'mint absolute', 'bulgarian black pine', 'carnation', 'somalian frankincense', 'vetiver root', 'leather', 'oakmoss', 'patchouli']","GREENS HERBS FOUGERES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1007,Aguamadera Eau de Parfum,"['agave', 'lime', 'guaiac wood', 'cedar']","GREENS HERBS FOUGERES,WOODS MOSSES,CITRUS"
1008,Copala Eau de Parfum,"['pink pepper', 'copal', 'mesquite', 'mexican vanilla']","SPICES,RESINS BALSAMS"
1009,Attar AT Perfume oil,"['animalic leather', 'birchtar', 'java vetiver', 'dark dry woods', 'sandalwood', 'hints of jasmine', 'cistus', 'and castoreum.']",WOODS MOSSES
1010,French Affair Eau de Parfum,"['bergamot', 'lychee', 'violet leaf', 'rose', 'atlas cedar', 'angelica', 'pepper', 'indonesian patchouli', 'vetiver', 'oakmoss']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES"
1011,Note de Yuzu Eau de Parfum,"['yuzu', 'lemon', 'mandarine', 'sea salt', 'vetiver', 'white musk']","WOODS MOSSES,CITRUS"
1012,Dolce Amalfi Eau de Parfum,"['apple', 'saffron', 'quince', 'cardamom', 'clove', 'incense', 'tolu', 'vanilla', 'tonka', 'cedar', 'musk', 'amber']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1013,Oud Stars - Malesia Eau de Parfum,"['lily of the valley', 'gurjum balsam', 'amyris', 'amber', 'oud', 'vanilla', 'tonka bean', 'tolu', 'labdanum', 'musk']","WOODS MOSSES,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1014,Oud Stars - Ceylon Eau de Parfum,"['honey', 'bergamot', 'jasmine', 'black tea', 'oud', 'sandalwood', 'vanilla', 'amber', 'musk']","WOODS MOSSES,WHITE FLOWERS,SPICES,SWEETS GOURMAND,CITRUS,MUSK AMBER ANIMALIC"
1015,Cruz Del Sur I Eau de Parfum,"['rum', 'bergamot', 'grapefruit', 'cedar', 'cinnamon', 'dried fruits', 'cumin', 'labdanum', 'myrrh', 'castoreum', 'leather']","WOODS MOSSES,FRUITS VEGETABLES NUTS,BEVERAGES,SPICES,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1016,Cruz Del Sur II Eau de Parfum,"['mango', 'pineapple', 'apple blossom', 'floral bouquet', 'green leaves', 'vetiver', 'cedar', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,FLOWERS,MUSK AMBER ANIMALIC"
1017,Oud Stars - Alexandria II Eau de Parfum,"['apple', 'cinnamon', 'rosewood', 'lavender', 'cedar', 'lily of the valley', 'rose', 'amber', 'sandalwood', 'musk', 'vanilla', 'oud']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
1018,Birch Eau de Parfum,"['bergamot', 'pink pepper', 'ginger', 'guaiac wood', 'cypriol', 'patchouli', 'musk']","SPICES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1019,Beach Hut Man Eau de Parfum,"['mint', 'orange blossom', 'galbanum', 'vetiver', 'moss', 'ivy', 'patchouli', 'myrrh', 'dry woods']","GREENS HERBS FOUGERES,WOODS MOSSES,RESINS BALSAMS,WHITE FLOWERS"
1020,Bruma Eau de Parfum,"['black pepper', 'lavender', 'galbanum', 'violets', 'peony', 'iris', 'jasmine', 'labdanum', 'vetiver', 'tonka bean']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS"
1021,II (Deux) Eau de Parfum,"['green leaves', 'orange bigarade', 'pine', 'pepper', 'juniper', 'cedar', 'incense', 'ambroxan', 'cashmeran']","WOODS MOSSES,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1022,Mortel Eau de Parfum,"['black pepper', 'pimento', 'nutmeg', 'frankincense', 'virginia cedar', 'cistus', 'myrrh and benzoin']","SPICES,RESINS BALSAMS"
1023,Olim Eau de Parfum,"['bergamot', 'lavender', 'anise', 'pink pepper', 'clove', 'patchouli', 'benzoin', 'myrrh', 'musk']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1024,Revolution Eau de Parfum,"['elemi', 'angelica', 'cedar', 'papyrus', 'patchouli', 'cade', 'incense', 'cistus', 'opoponax']","GREENS HERBS FOUGERES,WOODS MOSSES,RESINS BALSAMS"
1025,Oud Satin Mood Extrait Extrait de Parfum,"['agarwood', 'bulgarian rose', 'benzoin', 'turkish rose', 'violet and vanilla.']","WOODS MOSSES,RESINS BALSAMS,FLOWERS"
1026,Woman in Gold Eau de Parfum,"['bergamot', 'mandarin', 'geranium', 'rose', 'patchouli', 'oud', 'tonka bean']","SPICES,WOODS MOSSES,CITRUS,FLOWERS"
1027,Gold Knight Eau de Parfum,"['bergamot', 'anise', 'patchouli', 'vanilla', 'cinnamon and honey']","SPICES,WOODS MOSSES,CITRUS"
1028,Eau My Soul Eau de Parfum,"['bergamot', 'lavender', 'honey', 'frankincense', 'cognac', 'sandalwood', 'rose', 'jasmine', 'orris', 'myrrh', 'tobacco', 'amber', 'oakmoss', 'vanilla', 'benzoin', 'musk', 'patchouli', 'vetiver']","WOODS MOSSES,WHITE FLOWERS,BEVERAGES,SPICES,SWEETS GOURMAND,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1029,Berlin Eau de Parfum,"['grapefruit', 'clementine', 'lemon', 'schinus molle co2 extract', 'black pepper', 'black tea', 'haitian vetiver', 'cedarwood', 'patchouli']","WOODS MOSSES,CITRUS"
1030,Pink Wood Eau de Parfum,"['rose otto', 'rose absolute', 'geranium', 'pink fruits', 'rosewood', 'sandalwood', 'agarwood', 'patchouli', 'cistus', 'labdanum', 'oak']","WOODS MOSSES,RESINS BALSAMS,FLOWERS"
1031,El Cosmico Eau de Parfum,"['sumac', 'creosote', 'pinyon pine', 'oak', 'mesquite', 'sand', 'woods']","SPICES,WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD"
1032,"O, Unknown! Eau de Parfum","['black tea', 'lapsang souchong tincture', 'orris butter', 'kyoto moss', 'musk balsam', 'sandalwood']",WOODS MOSSES
1033,Ambra Extrait de Parfum,"['bergamot', 'geranium', 'incense', 'peru balsam', 'patchouli', 'vetiver', 'vanilla', 'tonka bean', 'enigmatic musks']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,RESINS BALSAMS"
1034,Cafe Tuberosa Cologne Absolue,"['calabrian bergamot', 'sicilian tangerine', 'guatemalan cardamom', 'indian tuberose', 'cacao absolute', 'rose absolute', 'indonesian patchouli', 'madagascar vanilla', 'musk']","SPICES,FLOWERS,MUSK AMBER ANIMALIC"
1035,My Own Private Teahupo'o Eau de Parfum,"['sea salt', 'ozone', 'frangipani', 'salicylates', 'tahitian vanilla bean', 'amber xtreme']","WHITE FLOWERS,MUSK AMBER ANIMALIC"
1036,Kai Rose - Eau de Parfum Eau de Parfum Spray,"['gardenia', 'white flowers', 'rose absolute']","WHITE FLOWERS,FLOWERS"
1037,Mosaic Eau de Parfum,"['vanilla', 'oud', 'musk', 'cedarwood and sandalwood']","SPICES,MUSK AMBER ANIMALIC"
1038,Elysium Pour Homme Extrait de Parfum,"['lemon', 'bergamot', 'grapefruit', 'lime', 'lavender', 'thyme', 'artemisia', 'musk', 'lily of the valley', 'rose de mai', 'jasmine', 'apple', 'blackcurrant', 'galbanum', 'pink pepper', 'cypriol', 'vetiver', 'cedarwood', 'juniper', 'benzoin', 'vanilla', 'labdanum', 'leather', 'ambergris', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1039,Velvet Haze Eau de Parfum,"['ambrette', 'coconut water', 'patchouli leaves', 'cocoa absolute', 'cotton musks', 'wild musk']",FRUITS VEGETABLES NUTS
1040,Suede Osmanthe Eau de Parfum,"['aldehydes', 'black tea', 'osmanthus', 'apricot', 'suederal', 'cashmeran', 'musks']","FRUITS VEGETABLES NUTS,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,MUSK AMBER ANIMALIC"
1041,Patchouli Sublime Elixir de Parfum,"['lavender', 'mint', 'coriander', 'geranium', 'rose', 'tonka bean', 'tobacco', 'patchouli', 'musk', 'amber']","WOODS MOSSES,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1042,Tubereuse Absolue Eau de Parfum,"['bergamot', 'cardamom', 'lavender', 'galbanum', 'tuberose', 'broom', 'jasmin sambac', 'gardenia', 'orange blossom', 'cedar', 'vetiver', 'musk']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1043,Elephant Extrait de Parfum,"['tree leaves', 'darjeeling tea', 'magnolia', 'cocoa', 'coconut milk', 'incense', 'jasmine', 'woody notes', 'amber', 'musks', 'patchouli', 'sandalwood']","WOODS MOSSES,WHITE FLOWERS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1044,Layton EXCLUSIF Eau de Parfum,"['bergamot', 'mandarin', 'water accord', 'grapefruit', 'rose', 'geranium', 'waterlily', 'gardenia', 'civet', 'cardamom', 'sandalwood', 'gaiac', 'amber', 'pink pepper', 'vanilla', 'coffee', 'musk']","WOODS MOSSES,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1045,Oud Wood Intense Eau de Parfum,"['angelica root', 'ginger', 'cypress', 'juniper', 'oud', 'castoreum click here for ingredients ã\x97close oud wood intense by tom ford private blend ingredients please be aware that ingredient lists may change or vary from time to time.  please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.']","GREENS HERBS FOUGERES,SPICES,WOODS MOSSES"
1046,Patch Flash Eau de Parfum,"['spices', 'whiskey accord', 'leather', 'patchouli', 'benzoin']","WOODS MOSSES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1047,Figment Man Eau de Parfum,"['lemon', 'geranium', 'pink pepper', 'sandalwood', 'animalic accord', 'vetiver', 'labdanum', 'guaiac', 'earth accord']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,RESINS BALSAMS"
1048,Champs de Provence Eau de Parfum,"['bergamot', 'orange', 'pear', 'jasmine', 'rose', 'orange blossom', 'musk', 'mate', 'ambroxan']","FRUITS VEGETABLES NUTS,WHITE FLOWERS,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1049,Sunny Side Up Eau de Parfum,"['amyris', 'vanilla', 'sandalwood', 'iris butter', 'jasmine', 'ambrette', 'iso e super']","WOODS MOSSES,WHITE FLOWERS,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS"
1050,Monsieur Beauregard Eau de Parfum,"['lemon', 'pink pepper', 'orris', 'cinnamon', 'benzoin', 'sandalwood', 'tonka bean', 'patchouli']","SPICES,WOODS MOSSES,CITRUS,RESINS BALSAMS"
1051,The Uncompromising Sohan Eau de Parfum,"['rosebud', 'pink pepper', 'saffron', 'labdanum', 'vetiver', 'sandalwood', 'laos oud']","WOODS MOSSES,SPICES,RESINS BALSAMS,FLOWERS"
1052,The Bewitching Yasmine Eau de Parfum,"['cardamom', 'coffee', 'jasmine sambac', 'incense', 'white vanilla', 'tahitian vanilla', 'laos oud']","SPICES,RESINS BALSAMS"
1053,The Ruthless Countess Dorothea Eau de Parfum,"['bergamot', 'red ginger', 'cinnamon', 'beeswax', 'clary sage', 'mate', 'vanilla', 'sherry', 'cashmere wood']","GREENS HERBS FOUGERES,SPICES,CITRUS,MUSK AMBER ANIMALIC"
1055,Vetyverio - Eau de Parfum,"['haitian vetiver', 'patchouli', 'grapefruit', 'turkish rose']","WOODS MOSSES,CITRUS,FLOWERS"
1056,Aventus For Her Eau de Parfum,"['green apple', 'pink berries', 'patchouli', 'bergamot', 'bulgarian and turkish roses', 'sandalwood', 'styrax', 'musk', 'sweet peach', 'cassis', 'lilac', 'amber', 'ylang ylang']","WOODS MOSSES,CITRUS,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1057,Baccarat Rouge 540 Extrait Extrait de Parfum,"['egyptian jasmine grandiflorum', 'saffron', 'moroccan bitter almond', 'cedar', 'musky wood', 'ambergris']","SPICES,WOODS MOSSES,MUSK AMBER ANIMALIC"
1058,Histoire D'Orangers Eau de Parfum,"['neroli', 'orange blossom', 'white tea', 'musk', 'tonka bean', 'ambroxan']","SPICES,CITRUS,WHITE FLOWERS,MUSK AMBER ANIMALIC"
1059,Au Bord De L'Eau Eau de Cologne,"['bergamot', 'lemon', 'violet', 'musk', 'orange blossom', 'rosemary']","WHITE FLOWERS,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1060,Scarlet Lily Eau de Parfum,"['lotus blossom', 'scarlet ariadne lily', 'ylang ylang', 'amber']","FLOWERS,MUSK AMBER ANIMALIC"
1061,Delina Eau de Parfum,"['bergamot', 'lychee', 'rhubarb', 'nutmeg', 'turkish rose', 'vanilla', 'musk', 'haitian vetiver', 'cedar', 'frankincense', 'cashmeran']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,CITRUS,FLOWERS,NATURAL SYNTHETIC POPULAR WEIRD,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1062,10 AM Accord Eau de Parfum,"['cedar', 'iris', 'lavender', 'sage', 'vetiver']","GREENS HERBS FOUGERES,WOODS MOSSES,FLOWERS"
1063,The Cora Eau de Parfum,"['bulgarian rose', 'jasmine', 'wisteria', 'magnolia', 'carnation', 'nutmeg', 'vanilla', 'lily of the valley', 'benzoin', 'patchouli', 'white musk', 'amber']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1064,Mandala Eau de Parfum,"['nutmeg', 'angelica', 'olibanum (frankincense)', 'cardamom', 'cinnamon', 'clove', 'labdanum', 'cedar', 'myrrh', 'sandalwood', 'oakmoss', 'ambergris']","WOODS MOSSES,SPICES,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1065,Qatar Extrait de parfum,"['citrus notes', 'rose de mai', 'jasmine from grasse', 'violet', 'pear', 'peach', 'clove', 'saffron', 'patchouli', 'cedarwood', 'casmir wood', 'sandalwood', 'oud', 'candyfloss accord', 'benzoin', 'vanilla', 'orris sur cã¨dre', 'orris', 'styrax', 'birch', 'labdanum', 'ambergris', 'musk']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,FLOWERS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1066,Nuit de Bakelite Eau de Parfum,"['angelica', 'violet leaf', 'galbanum', 'orris', 'karo karounde', 'tuberose', 'leather', 'davana', 'styrax', 'tobacco', 'labdanum', 'gaiac wood']","GREENS HERBS FOUGERES,RESINS BALSAMS,WHITE FLOWERS,MUSK AMBER ANIMALIC"
1067,Neroli Ad Astra Eau de Parfum,"['pear', 'tangerine', 'pink pepper', 'neroli', 'agave blossom', 'geranium', 'vetiver', 'jasmine', 'musks']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1068,Midnight Special Eau de Parfum,"['black pepper', 'cinnamon', 'saffron', 'rose', 'rose jelly accord', 'grapefruit', 'oud', 'patchouli', 'vanilla']","SPICES,WOODS MOSSES,CITRUS,FLOWERS"
1069,Suede de Suede Eau de Parfum,"['cloudberry', 'sichuan pepper', 'suede accord', 'cedarwood', 'osmanthus', 'strawberry leaf', 'castoreum', 'patchouli', 'precious musks']","WOODS MOSSES,FRUITS VEGETABLES NUTS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1070,Dojima Eau de Parfum,"['rice accord', 'nutmeg absolute', 'ambrette', 'jasmine', 'orris', 'clary sage absolute', 'labdanum co2', 'sandalwood', 'precious musks']","WOODS MOSSES,WHITE FLOWERS"
1071,Vitrum Extrait de Parfum,"['vetiver', 'rose', 'black pepper', 'incense', 'bergamot', 'oakmoss']","WOODS MOSSES,RESINS BALSAMS,FLOWERS,CITRUS"
1072,Bond-T Extrait de Parfum,"['cocoa', 'patchouli', 'castoreum', 'tonka', 'vanilla', 'osmanthus']","SPICES,WOODS MOSSES,FLOWERS,MUSK AMBER ANIMALIC"
1073,Naias Extrait de Parfum,"['violet', 'rose', 'jasmine', 'osmanthus', 'neroli', 'iris', 'sandalwood', 'apple', 'pear', 'cassis', 'mandarin', 'amber']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1074,Osmanthus Eau de Parfum,"['pomelo', 'artemisia', 'red pepper', 'osmanthus', 'water lily', 'jasmine sambac', 'cedar', 'labdanum resin', 'vetiver', 'musk']","WOODS MOSSES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1075,Ta'if Eau de Parfum,"['saffron', 'dates', 'pink pepper', 'freesia', ""ta'if rose"", 'jasmine', 'orange blossom', 'broom', 'amber']","WHITE FLOWERS,SPICES,SWEETS GOURMAND,FLOWERS,MUSK AMBER ANIMALIC"
1076,Tolu Eau de Parfum,"['juniper berry', 'orange blossom', 'clary sage', 'orchid', 'moroccan rose', 'muguet (lily of the valley)', 'tolu balsam', 'tonka bean', 'golden frankincense', 'amber']","WHITE FLOWERS,SPICES,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1077,Montabaco - Parfum,"['air note', 'orange absolute', 'bergamot', 'juniper', 'clary sage', 'cardamom', 'magnolia', 'hedione', 'rose', 'violet', 'tea notes', 'tobacco leaf', 'iso e super', 'suede', 'sandalwood', 'moss', 'tonka', 'ambergris']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1078,Montabaco - Intensivo,"['air note', 'orange absolute', 'bergamot', 'juniper', 'clary sage', 'cardamom', 'magnolia', 'hedione', 'rose', 'violet', 'tea notes', 'tobacco leaf', 'iso e super', 'suede', 'sandalwood', 'moss', 'tonka', 'ambergris']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1079,Nawab of Oudh - Intensivo,"['green notes', 'bergamot', 'orange absolute', 'cardamom', 'aldehyde', 'rose', 'magnolia', 'orchid', 'pimento', 'bay', 'cinnamon', 'hedione', 'ambergris', 'musk', 'vetiver', 'labdanum', 'oudh']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,NATURAL SYNTHETIC POPULAR WEIRD,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1080,Qi - Intensivo,"['green lemon blossom', 'neroli', 'freesia', 'tea notes', 'osmanthus', 'violet', 'hedione', 'rose', 'mate', 'benzoin', 'musk', 'moss', 'myrrh']","NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,FLOWERS,GREENS HERBS FOUGERES,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1081,Ambre Royal Eau de Parfum,"['green notes', 'orange absolute', 'bergamot', 'jasmine', 'orchid', 'osmanthus', 'rose', 'amber', 'orris', 'cedar', 'ambroxan', 'tonka', 'patchouli', 'musk']","WOODS MOSSES,WHITE FLOWERS,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1082,Champaca Eau de Parfum,"['neroli', 'pink pepper', 'bamboo', 'champaca absolute', 'basmati rice', 'freesia', 'musk', 'green tea']","WOODS MOSSES,SPICES,CITRUS,FLOWERS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
1083,Frangipani Eau de Parfum,"['linden blossom', 'magnolia', 'lime', 'frangipani', 'rose', 'tuberose', 'water lily', 'plum', 'amber', 'musk', 'cedar', 'vanilla']","WOODS MOSSES,FRUITS VEGETABLES NUTS,WHITE FLOWERS,SPICES,CITRUS,FLOWERS,MUSK AMBER ANIMALIC"
1084,Isfarkand Eau de Parfum,"['lime', 'mandarin orange', 'bergamot', 'pink pepper', 'cedar', 'iris', 'vetiver', 'oakmoss']","SPICES,WOODS MOSSES,CITRUS,FLOWERS"
1085,Ormonde Man Eau de Parfum,"['juniper berry', 'bergamot', 'pink pepper', 'cardamom', 'coriander', 'agarwood', 'black hemlock', 'vetiver', 'cedar', 'sandalwood', 'musk']","SPICES,WOODS MOSSES,CITRUS,MUSK AMBER ANIMALIC"
1086,Ormonde Woman Eau de Parfum,"['cardamom', 'coriander', 'grass oil', 'black hemlock', 'violet', 'jasmine', 'vetiver', 'cedar', 'amber', 'sandalwood']","WOODS MOSSES,WHITE FLOWERS,SPICES,FLOWERS,MUSK AMBER ANIMALIC"
1087,Santo Incienso Extrait de Parfum,"['bergamot', 'petitgrain', 'nutmeg', 'palo santo', 'atlas cedar', 'hedione', 'incense', 'myrrh', 'musks']","WOODS MOSSES,SPICES,NATURAL SYNTHETIC POPULAR WEIRD,CITRUS,RESINS BALSAMS,MUSK AMBER ANIMALIC"
1088,Dragonfly Eau de Parfum,"['aldehydes', 'heliotrope', 'lemon', 'peony', 'rainwater', 'cherry blossom', 'clover', 'iris', 'lotus', 'rice', 'amber', 'moss', 'musk', 'papyrus', 'sandalwood']","WOODS MOSSES,NATURAL SYNTHETIC POPULAR WEIRD,FLOWERS,CITRUS,GREENS HERBS FOUGERES,MUSK AMBER ANIMALIC"
